time_period,area_gnrl_country_ha,demscalar_ippu_cement,demscalar_ippu_chemicals,demscalar_ippu_construction_and_demolition,demscalar_ippu_electronics,demscalar_ippu_glass,demscalar_ippu_lime_and_carbonite,demscalar_ippu_metals,demscalar_ippu_non_energy_products,demscalar_ippu_ods_products,demscalar_ippu_other_industries,demscalar_ippu_other_product_manufacturing,demscalar_ippu_paper,demscalar_ippu_plastic,demscalar_ippu_recycled_glass,demscalar_ippu_recycled_metals,demscalar_ippu_recycled_paper,demscalar_ippu_recycled_plastic,demscalar_ippu_recycled_rubber_and_leather,demscalar_ippu_recycled_textiles,demscalar_ippu_recycled_wood,demscalar_ippu_rubber_and_leather,demscalar_ippu_textiles,ef_ippu_tonne_ch4_per_tonne_production_chemicals,ef_ippu_tonne_ch4_per_tonne_production_metals,ef_ippu_tonne_co2_per_mmm_gdp_non_energy_products,ef_ippu_tonne_co2_per_tonne_production_cement,ef_ippu_tonne_co2_per_tonne_production_chemicals,ef_ippu_tonne_co2_per_tonne_production_glass,ef_ippu_tonne_co2_per_tonne_production_lime_and_carbonite,ef_ippu_tonne_co2_per_tonne_production_metals,ef_ippu_tonne_co2_per_tonne_production_recycled_glass,ef_ippu_tonne_hfc134a_per_tonne_production_chemicals,ef_ippu_tonne_hfc134a_per_tonne_production_electronics,ef_ippu_tonne_hfc134a_per_tonne_production_metals,ef_ippu_tonne_hfc134a_per_tonne_production_ods_products,ef_ippu_tonne_hfc23_per_tonne_production_chemicals,ef_ippu_tonne_hfc23_per_tonne_production_electronics,ef_ippu_tonne_hfc23_per_tonne_production_ods_products,ef_ippu_tonne_hfc23_per_tonne_production_other_product_manufacturing,ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,ef_ippu_tonne_n2o_per_tonne_production_chemicals,ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,ef_ippu_tonne_sf6_per_tonne_production_chemicals,ef_ippu_tonne_sf6_per_tonne_production_chemicals.1,ef_ippu_tonne_sf6_per_tonne_production_chemicals.2,ef_ippu_tonne_sf6_per_tonne_production_chemicals.3,ef_ippu_tonne_sf6_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_tonne_production_electronics.1,ef_ippu_tonne_sf6_per_tonne_production_electronics.2,ef_ippu_tonne_sf6_per_tonne_production_electronics.3,elast_ippu_cement_production_to_gdp,elast_ippu_chemicals_production_to_gdp,elast_ippu_electronics_production_to_gdp,elast_ippu_glass_production_to_gdp,elast_ippu_lime_and_carbonite_production_to_gdp,elast_ippu_metals_production_to_gdp,elast_ippu_paper_production_to_gdp,elast_ippu_plastic_production_to_gdp,elast_ippu_recycled_glass_production_to_gdp,elast_ippu_recycled_metals_production_to_gdp,elast_ippu_recycled_paper_production_to_gdp,elast_ippu_recycled_plastic_production_to_gdp,elast_ippu_recycled_rubber_and_leather_production_to_gdp,elast_ippu_recycled_textiles_production_to_gdp,elast_ippu_rubber_and_leather_production_to_gdp,elast_ippu_textiles_production_to_gdp,elasticity_gnrl_rate_occupancy_to_gdppc,frac_gnrl_eating_red_meat,gdp_mmm_usd,occrateinit_gnrl_occupancy,population_gnrl_rural,population_gnrl_urban,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_recycled_glass_tonne,prodinit_ippu_recycled_metals_tonne,prodinit_ippu_recycled_paper_tonne,prodinit_ippu_recycled_plastic_tonne,prodinit_ippu_recycled_rubber_and_leather_tonne,prodinit_ippu_recycled_textiles_tonne,prodinit_ippu_recycled_wood_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne,qty_ippu_cement_tonne_cod_per_m3_ww,qty_ippu_chemicals_tonne_cod_per_m3_ww,qty_ippu_electronics_tonne_cod_per_m3_ww,qty_ippu_glass_tonne_cod_per_m3_ww,qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,qty_ippu_metals_tonne_cod_per_m3_ww,qty_ippu_paper_tonne_cod_per_m3_ww,qty_ippu_plastic_tonne_cod_per_m3_ww,qty_ippu_recycled_glass_tonne_cod_per_m3_ww,qty_ippu_recycled_metals_tonne_cod_per_m3_ww,qty_ippu_recycled_paper_tonne_cod_per_m3_ww,qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww,qty_ippu_recycled_textiles_tonne_cod_per_m3_ww,qty_ippu_recycled_wood_tonne_cod_per_m3_ww,qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww,qty_ippu_textiles_tonne_cod_per_m3_ww,va_commercial_mmm_usd,va_industrial_mmm_usd,va_manufacturing_mmm_usd,va_mining_mmm_usd,vol_ippu_cement_m3_ww_per_tonne_production,vol_ippu_chemicals_m3_ww_per_tonne_production,vol_ippu_electronics_m3_ww_per_tonne_production,vol_ippu_glass_m3_ww_per_tonne_production,vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production,vol_ippu_metals_m3_ww_per_tonne_production,vol_ippu_paper_m3_ww_per_tonne_production,vol_ippu_plastic_m3_ww_per_tonne_production,vol_ippu_recycled_glass_m3_ww_per_tonne_production,vol_ippu_recycled_metals_m3_ww_per_tonne_production,vol_ippu_recycled_paper_m3_ww_per_tonne_production,vol_ippu_recycled_plastic_m3_ww_per_tonne_production,vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production,vol_ippu_recycled_textiles_m3_ww_per_tonne_production,vol_ippu_recycled_wood_m3_ww_per_tonne_production,vol_ippu_rubber_and_leather_m3_ww_per_tonne_production,vol_ippu_textiles_m3_ww_per_tonne_production
10,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.9,75.53079502,3.145207224,1853714.0,3442611.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,53.95028727,14.67048758,8.935810938,4.07019666,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
11,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.89,78.20202249,3.145207224,1840003.0,3493338.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,55.89469218,15.19425785,9.251868678,4.2158230869999995,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
12,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.88,80.96780859999998,3.145207224,1825469.0,3543557.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,57.90688651,15.73988515,9.580973605,4.366906548,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
13,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.87,83.83150208,3.145207224,1810127.0,3593238.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,59.98936838,16.30831534,9.923833127,4.5236353,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
14,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.86,86.79656948,3.145207224,1793994.0,3642352.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,62.14470074,16.9005455,10.28118606,4.6862072569999995,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
15,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.85,89.86659940000001,3.145207224,1777085.0,3690869.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,64.37550593,17.51762663,10.65380161,4.854831048,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
16,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05694748765118105,0.10992772880223167,0.0467616205881656,0.04068438181470159,0.024031253398649977,0.04613517479380644,0.10516377160535437,0.05512162301339522,0.08506836897907487,0.010804684500012963,0.0956122486737891,0.10060410243658972,0.019062664338045317,0.0762398470137207,0.013328110761723902,0.014462371521999575,-0.1,0.84,93.0453068,3.145207224,1759419.0,3738764.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,66.68447044,18.16066381,11.04248122,5.029725587,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
17,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.83,96.33653732,3.145207224,1741025.0,3786038.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,69.07436058,18.83081376,11.44806257,5.211118257,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
18,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.82,99.74427207,3.145207224,1721923.0,3832667.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,71.54799061,19.52929278,11.87141183,5.399249713,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
19,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.81,103.2726323,3.145207224,1702153.0,3878676.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,74.10827634,20.25736572,12.31343688,5.594366965,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
20,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.8,106.9258845,3.145207224,1681739.0,3924057.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,76.75818214,21.01636007,12.77507543,5.7967311389999985,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
21,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.79,110.7084456,3.145207224,1674776.0,3954723.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,79.50074256,21.80766246,13.25730139,6.006614932000001,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
22,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.78,114.62488859999999,3.145207224,1667323.0,3984621.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,82.33907012,22.63271908,13.76112757,6.224302253999999,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
23,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.77,118.67994750000001,3.145207224,1659388.0,4013735.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,85.27635393,23.49303873,14.28760694,6.450089021,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
24,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.76,122.87852350000001,3.145207224,1650984.0,4042064.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,88.3158834,24.39018952,14.83783832,6.68428089,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
25,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.75,127.2256909,3.145207224,1642122.0,4069605.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,91.46103932,25.32580491,15.41296606,6.927195331,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
26,5113100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,0.0001,0.003,0.0001,0.0001,0.003,2e-05,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0569474876511811,0.10992772880223199,0.0467616205881656,0.0406843818147016,0.02403125339865,0.0461351747938064,0.105163771605354,0.0551216230133952,0.0850683689790749,0.010804684500013002,0.0956122486737891,0.10060410243658999,0.0190626643380453,0.0762398470137207,0.0133281107617239,0.0144623715219996,-0.1,0.74,131.7267032,3.145207224,1632809.0,4096345.0,100000.0,80000.0,5000.0,14000.0,1400.0,10000.0,105000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,400000.0,0.9,1.2,0.01,0.0,0.0,0.0,0.6,6.0,5.01,0.0,0.0,0.0,0.0,0.1,8.4,2.0,4.0,94.71529351,26.3015873,16.01418179,7.1791624579999995,25.0,2.0,1.0,4.0,25.0,5.0,19.0,25.0,25.0,3.4,3.0,4.0,16.0,16.0,25.0,25.0,25.0
